Data Pedido,ID Cliente,ID Produto,Vendas
23-05-2013,AF-10870,TEC-AC-10002399,95.1
23-05-2013,AF-10870,OFF-EN-10002973,26.88
23-05-2013,AF-10870,TEC-PH-10001336,257.98
25-09-2012,AM-10705,OFF-EN-10000461,17.48
01-11-2013,BD-11320,FUR-CH-10000988,492.835
14-09-2012,CM-12385,OFF-ST-10001809,269.49
06-11-2013,CS-12400,OFF-BI-10003963,29.12
18-03-2014,DB-13405,OFF-LA-10000081,18.75
18-03-2014,DB-13405,TEC-PH-10000149,119.7
18-03-2014,DB-13405,OFF-BI-10000605,9.144
18-03-2014,DB-13405,TEC-AC-10002399,57.06
18-03-2014,DB-13405,TEC-AC-10003038,71.6
18-03-2014,DB-13405,OFF-ST-10000344,107.44
18-03-2014,DB-13405,OFF-LA-10004093,7.31
18-03-2014,DB-13405,OFF-AR-10001683,59.1
18-03-2014,DB-13405,OFF-ST-10003455,46.53
16-08-2014,JG-15160,OFF-AP-10002578,97.84
11-07-2012,SC-20380,OFF-PA-10001763,29.97
11-07-2012,SC-20380,OFF-BI-10001597,98.352
04-12-2014,CS-12460,OFF-BI-10001524,83.92
04-12-2014,CS-12460,OFF-BI-10001553,14.624
04-12-2014,CS-12460,TEC-PH-10000576,136.99
04-12-2014,CS-12460,OFF-LA-10001317,3.15
05-05-2014,MK-18160,OFF-PA-10000726,9.11
05-05-2014,MK-18160,OFF-ST-10003306,571.44
05-05-2014,MK-18160,OFF-PA-10004983,32.4
05-05-2014,MK-18160,OFF-ST-10001291,16.91
22-01-2013,CM-11935,FUR-FU-10002107,14.272
22-01-2013,CM-11935,FUR-BO-10002213,451.136
22-01-2013,CM-11935,OFF-AP-10000692,64.864
04-11-2013,PF-19225,FUR-CH-10001190,217.584
04-11-2013,PF-19225,TEC-AC-10000682,82.95
04-11-2013,PF-19225,OFF-LA-10004545,87.71
04-11-2013,PF-19225,OFF-AP-10003057,1101.48
05-09-2014,GM-14695,FUR-TA-10000198,1322.352
13-09-2011,DC-12850,OFF-AR-10002833,5.46
20-06-2014,FO-14305,OFF-SU-10002557,11.184
20-06-2014,FO-14305,OFF-ST-10003656,153.584
25-12-2014,AH-10210,OFF-ST-10001097,1003.62
29-08-2014,KN-16705,TEC-PH-10000912,35.168
29-08-2014,KN-16705,FUR-TA-10000617,1137.75
29-08-2014,KN-16705,OFF-BI-10001658,99.68
29-08-2014,KN-16705,OFF-AR-10003856,5.56
02-01-2012,CB-12535,OFF-ST-10001837,85.52
02-01-2012,CB-12535,OFF-AR-10001473,9.84
02-01-2012,CB-12535,OFF-PA-10004285,20.04
09-10-2012,TB-21250,TEC-PH-10001835,631.96
09-10-2012,TB-21250,OFF-PA-10002245,23.92
13-12-2011,KD-16345,OFF-PA-10001457,90.24
19-11-2011,JM-15865,TEC-PH-10002885,4548.81
11-09-2013,KT-16480,FUR-TA-10004086,300.93
11-09-2013,KT-16480,TEC-PH-10000895,719.96
16-06-2011,SC-20575,FUR-CH-10000225,647.84
26-09-2012,BS-11800,OFF-ST-10002370,64.17
26-09-2012,BS-11800,OFF-EN-10000056,124.46
20-05-2013,BT-11395,OFF-BI-10004817,9.584
23-06-2014,DC-12850,OFF-EN-10004483,37.608
18-06-2014,LS-17200,OFF-PA-10001892,12.224
18-06-2014,LS-17200,OFF-BI-10000546,2.304
18-06-2014,LS-17200,OFF-BI-10001294,9.36
15-11-2013,RR-19315,OFF-LA-10000248,7.38
25-07-2011,KL-16645,OFF-ST-10001228,53.72
25-07-2011,KL-16645,OFF-SU-10000151,8187.65
25-07-2011,KL-16645,FUR-FU-10004351,77.92
02-07-2012,RB-19435,OFF-AP-10001293,32.784
03-03-2014,MY-17380,TEC-PH-10000675,196.776
03-03-2014,MY-17380,TEC-AC-10000580,479.94
19-11-2013,AW-10930,OFF-ST-10003470,1117.92
18-04-2012,KW-16570,TEC-AC-10003116,106.5
03-12-2014,DB-12910,OFF-BI-10002429,45.66
12-11-2013,BB-11545,TEC-AC-10003280,95.968
12-11-2013,BB-11545,FUR-CH-10004540,47.992
05-09-2011,NP-18700,OFF-ST-10000585,264.32
15-11-2011,PB-19105,OFF-EN-10003001,604.656
03-05-2014,DW-13585,FUR-FU-10003975,129.93
16-10-2013,CD-12790,OFF-LA-10004559,20.16
16-10-2013,CD-12790,OFF-LA-10003223,29.46
16-10-2013,CD-12790,OFF-AP-10002651,868.59
16-10-2013,CD-12790,OFF-PA-10003177,12.96
16-10-2013,CD-12790,TEC-PH-10003442,5.5
16-10-2013,CD-12790,OFF-BI-10000977,121.6
06-04-2012,TT-21220,OFF-AR-10004078,42.048
06-04-2012,TT-21220,TEC-AC-10002550,25.488
06-04-2012,TT-21220,OFF-BI-10004965,6.9
06-04-2012,TT-21220,OFF-BI-10004209,9.648
06-04-2012,TT-21220,OFF-PA-10001526,7.968
24-10-2011,DB-12910,OFF-PA-10000788,10.368
17-08-2011,DJ-13510,OFF-PA-10000595,114.2
17-08-2011,DJ-13510,OFF-BI-10000829,17.96
17-08-2011,DJ-13510,OFF-FA-10002676,12.67
17-08-2011,DJ-13510,TEC-AC-10000844,339.96
16-08-2014,DL-13495,OFF-ST-10004459,1801.632
06-09-2012,LO-17170,TEC-AC-10003499,46.32
27-01-2012,SV-20365,FUR-CH-10000513,181.986
27-01-2012,SV-20365,TEC-PH-10000895,431.976
27-01-2012,SV-20365,TEC-PH-10002555,155.37
16-07-2012,EM-13810,FUR-CH-10003312,1348.704
16-07-2012,EM-13810,FUR-CH-10004086,700.152
01-05-2013,KD-16615,FUR-FU-10002759,111.888
26-09-2011,NB-18580,OFF-AP-10002191,143.952
09-09-2013,AP-10720,FUR-BO-10003450,173.94
09-09-2013,AP-10720,OFF-LA-10000248,14.76
17-04-2014,JE-15745,OFF-ST-10004804,205.92
17-04-2014,JE-15745,FUR-BO-10001337,102.833
16-08-2012,JM-15865,OFF-AR-10002255,2.304
16-08-2012,JM-15865,TEC-PH-10002624,1879.96
16-08-2012,JM-15865,OFF-PA-10001878,313.024
16-08-2012,JM-15865,OFF-LA-10000452,5.04
20-11-2014,AB-10105,FUR-FU-10004665,821.88
20-11-2014,AB-10105,OFF-BI-10000088,21.96
15-09-2013,PN-18775,OFF-PA-10000029,25.92
16-08-2013,JC-15775,TEC-PH-10000369,705.544
26-09-2012,PF-19165,TEC-AC-10001590,50.0
09-10-2013,BW-11110,FUR-FU-10004909,51.712
24-03-2012,BP-11185,OFF-AP-10002287,6.992
31-05-2012,TM-21010,FUR-BO-10004357,1406.86
31-05-2012,TM-21010,OFF-LA-10003766,15.75
31-05-2012,TM-21010,OFF-ST-10000046,323.1
25-12-2012,MB-17305,OFF-LA-10003190,9.216
25-12-2012,MB-17305,OFF-PA-10002787,10.368
17-03-2012,HR-14830,TEC-AC-10000387,15.02
17-03-2012,HR-14830,OFF-ST-10001291,33.82
22-12-2014,BD-11635,TEC-AC-10003116,71.0
02-11-2014,SF-20200,OFF-BI-10001308,25.12
02-11-2014,SF-20200,FUR-TA-10003954,2665.62
08-09-2014,SP-20620,OFF-ST-10003282,478.08
28-12-2014,DR-12880,TEC-PH-10000576,164.388
28-12-2014,DR-12880,OFF-AR-10004441,13.248
17-07-2014,VM-21685,OFF-AR-10003759,2.912
13-08-2013,CM-12235,TEC-AC-10004145,1399.944
10-07-2014,SM-20320,FUR-FU-10000293,526.45
22-11-2011,RA-19885,OFF-EN-10004955,16.23
22-11-2011,RA-19885,OFF-BI-10001071,319.9
22-11-2011,RA-19885,OFF-EN-10001990,11.36
22-11-2011,RA-19885,OFF-AP-10002734,675.12
27-01-2011,SD-20485,FUR-FU-10004587,62.82
27-01-2011,SD-20485,OFF-ST-10004337,489.92
27-01-2011,SD-20485,OFF-PA-10003072,19.44
27-01-2011,SD-20485,OFF-PA-10000380,16.68
27-01-2011,SD-20485,TEC-PH-10004833,155.35
27-01-2011,SD-20485,FUR-FU-10001847,12.42
27-01-2011,SD-20485,TEC-PH-10002103,187.98
03-11-2012,CS-12250,OFF-EN-10001137,6.608
01-07-2014,RA-19285,OFF-ST-10001476,248.57
01-07-2014,RA-19285,FUR-FU-10002045,22.23
06-05-2013,BF-11005,OFF-ST-10001505,5.98
06-05-2013,BF-11005,TEC-PH-10001433,246.168
09-09-2013,SE-20110,FUR-FU-10004671,14.136
09-09-2013,SE-20110,FUR-TA-10003569,601.47
25-11-2014,RS-19765,TEC-PH-10002807,79.1
25-11-2014,RS-19765,OFF-BI-10001597,327.84
14-05-2014,BM-11650,OFF-EN-10003296,180.96
14-05-2014,BM-11650,OFF-BI-10004632,914.97
14-05-2014,BM-11650,TEC-PH-10002310,587.97
14-05-2014,BM-11650,OFF-ST-10000078,530.34
14-05-2014,BM-11650,OFF-PA-10001752,14.94
24-04-2014,SK-19990,OFF-AP-10000026,121.94
24-04-2014,SK-19990,OFF-SU-10002573,122.71
05-06-2013,EN-13780,OFF-PA-10000349,14.94
05-06-2013,EN-13780,TEC-MA-10003356,1349.85
05-06-2013,EN-13780,FUR-BO-10000362,136.784
05-06-2013,EN-13780,FUR-FU-10003878,61.12
16-12-2011,KN-16450,OFF-BI-10000591,1.167
05-03-2013,MG-17890,OFF-AR-10003727,16.99
25-11-2011,MC-17590,TEC-AC-10001635,24.672
25-11-2011,MC-17590,OFF-LA-10001317,2.52
25-11-2011,MC-17590,FUR-TA-10000577,1218.735
25-11-2011,MC-17590,OFF-LA-10000248,5.904
25-11-2011,MC-17590,OFF-PA-10000955,15.696
25-11-2011,MC-17590,FUR-FU-10000221,6.096
29-04-2013,BO-11350,FUR-CH-10002304,41.568
26-04-2011,AG-10300,FUR-CH-10004886,230.28
26-04-2011,AG-10300,OFF-BI-10001525,18.288
02-04-2014,MS-17365,OFF-LA-10003663,5.78
02-04-2014,MS-17365,OFF-BI-10001294,121.68
23-12-2014,JM-15655,OFF-AR-10000369,4.17
23-12-2014,JM-15655,TEC-PH-10001300,67.04
23-12-2014,JM-15655,OFF-ST-10000876,37.32
23-12-2014,JM-15655,OFF-LA-10001404,18.45
03-12-2011,MC-17635,OFF-PA-10001972,25.92
23-10-2014,TA-21385,TEC-CO-10004722,11199.968
23-10-2014,TA-21385,TEC-PH-10001494,2399.6
23-10-2014,TA-21385,OFF-EN-10002500,63.9
23-10-2014,TA-21385,TEC-PH-10003800,52.99
14-11-2014,SB-20290,TEC-AC-10002399,60.864
14-11-2014,SB-20290,TEC-MA-10002210,652.995
14-11-2014,SB-20290,OFF-BI-10003196,11.22
10-09-2012,AB-10150,OFF-PA-10000477,14.94
16-05-2014,JF-15295,FUR-FU-10000076,39.96
16-05-2014,JF-15295,FUR-CH-10002017,42.624
16-05-2014,JF-15295,FUR-CH-10004287,220.96
05-07-2012,BF-10975,FUR-FU-10003829,4.928
05-07-2012,BF-10975,OFF-BI-10004728,7.23
15-08-2012,TT-21265,OFF-ST-10000046,323.1
13-06-2014,SB-20170,OFF-PA-10000697,19.04
13-06-2014,SB-20170,OFF-BI-10000848,13.128
13-06-2014,SB-20170,OFF-AR-10004691,64.14
13-06-2014,SB-20170,FUR-CH-10000595,858.24
20-02-2012,LM-17065,TEC-AC-10000927,29.99
30-12-2013,KA-16525,OFF-PA-10001289,186.048
18-04-2013,BF-11170,TEC-PH-10003092,36.792
18-04-2013,BF-11170,FUR-FU-10000206,18.624
07-09-2011,TB-21400,FUR-FU-10004270,57.69
07-09-2011,TB-21400,OFF-BI-10000948,42.81
07-09-2011,TB-21400,OFF-PA-10000223,12.96
07-09-2011,TB-21400,FUR-FU-10004665,821.88
07-09-2011,TB-21400,TEC-PH-10000215,104.85
27-09-2013,SH-19975,FUR-BO-10004467,424.9575
18-09-2014,AS-10225,OFF-BI-10000829,10.776
18-09-2014,AS-10225,OFF-BI-10003712,11.784
18-09-2014,AS-10225,OFF-PA-10000062,164.88
18-09-2014,AS-10225,FUR-BO-10003404,1292.94
18-09-2014,AS-10225,OFF-BI-10004233,25.584
18-09-2014,AS-10225,OFF-ST-10001272,261.74
18-09-2014,AS-10225,OFF-LA-10001175,14.4
17-08-2013,PK-19075,OFF-EN-10004030,10.86
24-12-2012,HR-14830,FUR-CH-10004287,883.84
29-11-2014,DG-13300,TEC-PH-10002834,1979.89
29-11-2014,DG-13300,OFF-EN-10003055,79.96
15-04-2014,CL-12700,OFF-BI-10003460,8.76
02-05-2013,HF-14995,OFF-LA-10001569,3.984
02-05-2013,HF-14995,FUR-TA-10004534,370.62
02-05-2013,HF-14995,OFF-BI-10002954,2.742
02-10-2013,HG-15025,TEC-AC-10003832,79.512
02-10-2013,HG-15025,OFF-PA-10000474,28.352
25-08-2012,NL-18310,FUR-CH-10002774,40.784
25-08-2012,NL-18310,OFF-AP-10002765,105.96
09-09-2011,RR-19525,OFF-PA-10001144,166.44
09-09-2011,RR-19525,FUR-CH-10003761,785.88
09-09-2011,RR-19525,OFF-PA-10004665,26.2
09-09-2011,RR-19525,OFF-ST-10000078,1325.85
04-12-2014,TC-21295,OFF-PA-10000357,166.44
28-11-2014,DB-13615,OFF-AR-10000422,8.76
28-11-2014,DB-13615,OFF-AP-10001205,43.584
21-06-2011,SV-20785,OFF-BI-10001116,11.088
21-06-2011,SV-20785,OFF-BI-10002931,25.164
22-01-2014,MH-18115,OFF-BI-10000546,14.4
22-01-2014,MH-18115,TEC-AC-10002049,619.95
22-01-2014,MH-18115,OFF-BI-10001196,89.52
22-01-2014,MH-18115,TEC-MA-10002981,350.973
22-01-2014,MH-18115,TEC-PH-10003601,164.99
30-06-2014,CT-11995,OFF-BI-10000632,312.552
07-09-2013,KB-16315,OFF-EN-10003055,95.952
07-09-2013,KB-16315,OFF-BI-10001031,3.204
05-08-2013,RA-19285,OFF-BI-10002003,3.98
12-11-2012,YC-21895,OFF-PA-10003016,15.7
30-06-2011,RA-19915,OFF-AR-10004582,5.248
05-12-2014,CM-12160,OFF-BI-10004364,5.346
29-08-2013,CS-12130,OFF-PA-10002246,15.48
29-08-2013,CS-12130,TEC-PH-10002890,108.576
22-01-2013,AJ-10795,FUR-FU-10001475,109.9
15-10-2011,DL-12865,FUR-FU-10004270,15.384
07-02-2013,BE-11410,OFF-PA-10003465,30.352
18-03-2011,SM-20320,TEC-MA-10003626,821.3
18-03-2011,SM-20320,TEC-MA-10002412,22638.48
18-03-2011,SM-20320,OFF-PA-10001804,21.376
18-03-2011,SM-20320,OFF-AR-10003183,8.016
18-03-2011,SM-20320,FUR-FU-10004270,30.768
18-03-2011,SM-20320,OFF-FA-10003112,18.936
18-03-2011,SM-20320,FUR-FU-10001986,122.352
24-05-2011,RP-19390,OFF-PA-10002319,116.28
12-07-2014,JD-16015,TEC-AC-10002323,132.6
17-06-2014,AB-10255,OFF-SU-10001165,16.68
17-06-2014,AB-10255,OFF-PA-10001246,19.44
17-06-2014,AB-10255,OFF-PA-10001815,192.16
30-01-2012,CC-12145,FUR-FU-10001876,227.36
30-01-2012,CC-12145,TEC-MA-10000488,1919.976
11-12-2012,GH-14425,OFF-BI-10001098,12.828
10-10-2014,CP-12085,FUR-FU-10003577,45.888
30-07-2014,GM-14440,OFF-AR-10002656,60.12
25-04-2011,LC-16885,TEC-PH-10004531,302.376
01-12-2012,BT-11305,OFF-AR-10003251,13.9
04-12-2011,CP-12085,TEC-PH-10000673,129.98
27-08-2014,SC-20680,TEC-AC-10000158,71.98
07-09-2011,DK-13375,TEC-PH-10002075,377.97
22-12-2014,SE-20110,OFF-ST-10004340,124.36
06-12-2011,LF-17185,FUR-FU-10002759,23.976
04-11-2011,ON-18715,OFF-FA-10000585,8.376
04-11-2011,ON-18715,OFF-AP-10004859,58.24
15-04-2013,TB-21400,OFF-ST-10001558,81.2
04-10-2011,DF-13135,OFF-LA-10004689,14.45
04-10-2011,DF-13135,OFF-BI-10002867,95.648
08-11-2014,EP-13915,TEC-PH-10003811,359.97
08-11-2014,EP-13915,FUR-TA-10000849,350.352
23-12-2014,SK-19990,OFF-BI-10000848,1.641
23-12-2014,SK-19990,TEC-PH-10003072,629.958
14-02-2014,FH-14350,OFF-AR-10001547,6.63
14-02-2014,FH-14350,TEC-AC-10001838,799.96
14-02-2014,FH-14350,FUR-FU-10004017,107.53
02-07-2011,EH-13945,TEC-PH-10002923,73.98
02-07-2011,EH-13945,OFF-AR-10000716,5.58
21-02-2012,JE-15715,OFF-PA-10000249,49.12
13-11-2012,KL-16645,TEC-PH-10003691,377.97
13-11-2012,KL-16645,OFF-PA-10001560,42.28
13-11-2012,KL-16645,FUR-BO-10004467,299.97
13-11-2012,KL-16645,TEC-PH-10001819,89.98
17-04-2014,EB-13750,OFF-SU-10000157,477.24
17-04-2014,EB-13750,TEC-AC-10004227,25.98
25-02-2013,BD-11725,OFF-EN-10003134,46.72
04-11-2011,MS-17530,FUR-FU-10004671,35.34
20-06-2012,SC-20770,FUR-FU-10002253,257.64
20-06-2012,SC-20770,TEC-PH-10002726,125.976
08-08-2014,FM-14380,TEC-AC-10004571,79.992
12-05-2011,KT-16480,FUR-TA-10002228,700.056
22-11-2012,AP-10720,TEC-AC-10004127,27.168
04-12-2012,RH-19555,OFF-BI-10001553,8.226
08-06-2011,CS-11950,FUR-CH-10002758,585.552
08-08-2011,TM-21010,OFF-ST-10000532,423.28
26-05-2011,HF-14995,FUR-CH-10000988,225.296
17-04-2012,GA-14515,OFF-AR-10003251,5.56
17-04-2012,GA-14515,TEC-AC-10003174,323.37
17-04-2012,GA-14515,TEC-PH-10002310,783.96
17-04-2012,GA-14515,OFF-AP-10002651,1447.65
17-04-2012,GA-14515,OFF-PA-10001184,11.96
12-06-2013,ES-14020,TEC-AC-10002402,239.97
12-03-2013,JP-16135,FUR-FU-10004270,76.92
12-03-2013,JP-16135,OFF-ST-10001526,481.32
26-05-2011,Dp-13240,OFF-PA-10002893,48.4
13-10-2014,NK-18490,TEC-AC-10003709,0.99
13-10-2014,NK-18490,OFF-BI-10001191,101.84
23-06-2014,PL-18925,OFF-BI-10003166,10.332
23-06-2014,PL-18925,OFF-BI-10003982,31.155
23-06-2014,PL-18925,OFF-ST-10004835,8.928
16-01-2014,RW-19690,OFF-AP-10000159,34.384
16-01-2014,RW-19690,OFF-AP-10002945,1924.16
02-04-2012,MO-17950,OFF-AP-10001242,32.192
02-04-2012,MO-17950,TEC-AC-10003038,50.12
02-04-2012,MO-17950,TEC-AC-10003289,47.976
04-09-2013,JJ-15445,OFF-ST-10000918,54.5
11-12-2014,BT-11680,FUR-FU-10001940,19.104
23-11-2013,RD-19585,OFF-BI-10002852,49.44
12-11-2014,ML-17755,OFF-PA-10004451,10.368
22-10-2013,JE-15745,OFF-ST-10004804,154.44
21-12-2012,ER-13855,OFF-AP-10003971,60.984
17-07-2012,JM-15535,FUR-BO-10003159,195.466
01-05-2014,SS-20140,FUR-FU-10001935,23.68
01-05-2014,SS-20140,TEC-AC-10003433,2.376
07-05-2014,TC-21295,OFF-LA-10004544,59.2
21-11-2014,HG-15025,OFF-AR-10001026,22.0
12-11-2013,LD-17005,TEC-PH-10001336,257.98
06-11-2013,AS-10285,TEC-PH-10003187,23.988
10-10-2013,MP-17965,TEC-PH-10004897,23.976
21-09-2012,CD-12790,FUR-CH-10004997,601.536
21-09-2012,CD-12790,OFF-FA-10002763,7.9
02-12-2011,MD-17860,FUR-FU-10001588,58.36
02-12-2011,MD-17860,OFF-AR-10000940,16.464
02-12-2011,MD-17860,FUR-FU-10002759,39.96
21-09-2011,BM-11650,OFF-AP-10000358,25.96
21-09-2011,BM-11650,OFF-AP-10003281,36.27
21-09-2011,BM-11650,OFF-PA-10000029,6.48
12-04-2011,KN-16450,TEC-PH-10001557,1075.088
12-04-2011,KN-16450,TEC-PH-10000576,438.368
12-04-2011,KN-16450,OFF-BI-10002764,18.088
12-04-2011,KN-16450,FUR-BO-10001337,308.499
21-10-2014,IG-15085,OFF-AR-10002257,13.36
21-10-2014,IG-15085,OFF-PA-10001019,39.96
21-10-2014,IG-15085,OFF-BI-10003364,145.85
26-10-2013,JS-15595,TEC-PH-10000984,783.96
01-11-2012,GA-14725,OFF-AR-10001683,7.88
04-11-2014,DL-13330,FUR-FU-10000629,41.37
12-05-2012,CS-12505,OFF-PA-10003893,12.84
12-05-2012,CS-12505,OFF-PA-10004239,25.68
07-09-2012,CC-12145,FUR-CH-10000553,47.516
25-07-2012,MH-18025,OFF-FA-10004395,9.42
25-07-2012,MH-18025,OFF-PA-10004782,12.96
25-07-2012,MH-18025,FUR-BO-10002213,704.9
25-07-2012,MH-18025,FUR-CH-10001854,561.568
16-11-2012,MP-18175,OFF-PA-10000157,179.82
16-11-2012,MP-18175,FUR-FU-10001185,185.58
16-11-2012,MP-18175,FUR-TA-10001520,214.11
16-11-2012,MP-18175,TEC-AC-10004145,999.96
16-11-2012,MP-18175,FUR-TA-10000688,653.55
01-09-2012,DR-12940,OFF-BI-10001510,114.6
01-09-2012,DR-12940,FUR-CH-10003817,60.74
01-09-2012,DR-12940,FUR-FU-10000308,124.36
01-09-2012,DR-12940,OFF-ST-10003208,1088.76
06-05-2013,DM-13015,OFF-BI-10003784,6.72
06-05-2013,DM-13015,FUR-TA-10003748,298.776
01-01-2014,BD-11620,TEC-PH-10002563,302.376
19-09-2014,DC-12850,OFF-AR-10000122,8.928
19-09-2014,DC-12850,OFF-ST-10000352,47.584
25-09-2011,MT-18070,OFF-PA-10003270,33.792
25-09-2011,MT-18070,FUR-BO-10003272,300.5328
25-09-2011,MT-18070,OFF-BI-10002982,2.724
25-09-2011,MT-18070,OFF-EN-10001509,3.264
24-04-2013,MJ-17740,OFF-PA-10002421,108.336
24-04-2013,MJ-17740,OFF-ST-10000760,55.92
24-04-2013,MJ-17740,OFF-PA-10002923,78.304
01-11-2011,ND-18370,OFF-ST-10001128,443.92
01-11-2011,ND-18370,TEC-PH-10000673,155.976
27-01-2014,CA-11965,OFF-AR-10001547,15.47
27-01-2014,CA-11965,OFF-BI-10001890,7.16
12-11-2014,GA-14725,OFF-AP-10003971,10.89
12-11-2014,GA-14725,OFF-PA-10000520,19.44
12-11-2014,GA-14725,OFF-BI-10000977,121.6
10-06-2013,TC-21295,TEC-MA-10002178,695.7
03-09-2012,JB-15400,OFF-ST-10001526,120.33
14-03-2011,CK-12325,FUR-CH-10003379,1139.92
01-09-2014,RL-19615,OFF-PA-10000100,229.544
24-03-2014,AC-10660,OFF-ST-10001809,143.728
19-05-2014,BH-11710,TEC-AC-10000387,36.048
28-12-2013,BG-11695,FUR-CH-10004853,845.488
18-11-2014,XP-21865,OFF-AR-10001958,50.94
11-09-2014,SN-20560,OFF-BI-10003527,762.594
09-04-2014,DM-13345,FUR-FU-10003832,56.28
09-04-2014,DM-13345,OFF-BI-10001359,2690.97
29-11-2013,AJ-10780,OFF-BI-10002976,7.434
03-06-2013,KC-16255,OFF-ST-10000736,64.784
18-12-2014,VF-21715,OFF-PA-10001745,28.16
20-03-2013,SV-20935,FUR-FU-10000409,14.98
20-03-2013,SV-20935,FUR-FU-10000221,20.32
21-08-2014,EM-13810,OFF-ST-10000344,40.29
26-07-2014,RB-19360,OFF-LA-10003663,20.23
27-08-2013,DJ-13510,FUR-CH-10001215,1603.136
16-08-2013,CC-12370,FUR-CH-10000988,225.296
20-05-2014,SC-20380,TEC-AC-10003441,67.8
20-05-2014,SC-20380,TEC-PH-10004389,377.97
20-05-2014,SC-20380,FUR-BO-10004695,1628.82
20-05-2014,SC-20380,OFF-PA-10000100,286.93
13-08-2014,RH-19495,OFF-PA-10000223,20.736
14-08-2014,JK-15370,OFF-ST-10001325,31.44
14-08-2014,JK-15370,OFF-AP-10004249,83.79
14-08-2014,JK-15370,OFF-AR-10000588,59.52
14-08-2014,JK-15370,OFF-SU-10000946,31.92
11-11-2013,AF-10885,OFF-SU-10001225,14.72
11-11-2013,AF-10885,OFF-ST-10001558,38.976
13-06-2014,LC-16885,FUR-FU-10001546,17.088
22-03-2011,BF-11275,OFF-PA-10002581,74.352
22-03-2011,BF-11275,FUR-CH-10001482,314.352
16-06-2014,SC-20800,OFF-AR-10002399,4.26
17-11-2014,SW-20275,OFF-ST-10001963,811.28
30-12-2014,MC-17845,OFF-FA-10002988,6.03
21-01-2013,TD-20995,FUR-CH-10004289,153.568
21-01-2013,TD-20995,FUR-CH-10000785,1013.488
15-01-2013,Dp-13240,OFF-EN-10003040,52.34
15-01-2013,Dp-13240,OFF-AR-10001573,4.66
15-01-2013,Dp-13240,TEC-AC-10000844,254.97
20-09-2013,SD-20485,OFF-BI-10000756,25.44
20-09-2013,SD-20485,OFF-SU-10000381,27.93
22-02-2011,TM-21010,OFF-BI-10004094,8.85
12-11-2013,BK-11260,FUR-FU-10001852,6.96
30-01-2013,JF-15490,OFF-BI-10000014,17.456
19-10-2013,EP-13915,FUR-CH-10003396,307.92
19-12-2014,EP-13915,OFF-AR-10003811,6.63
19-12-2014,EP-13915,OFF-PA-10003172,12.96
19-12-2014,EP-13915,OFF-PA-10000289,32.4
03-11-2014,KH-16630,OFF-PA-10000791,23.85
29-04-2011,HG-14845,FUR-CH-10002304,51.96
29-04-2011,HG-14845,OFF-BI-10000136,17.94
24-10-2014,JC-16105,OFF-PA-10003739,11.56
24-10-2014,JC-16105,OFF-PA-10002479,26.4
24-10-2014,JC-16105,FUR-FU-10000771,69.08
24-10-2014,JC-16105,TEC-PH-10001552,35.88
30-03-2011,KM-16720,OFF-AR-10001915,49.65
04-01-2013,EB-13975,TEC-CO-10000971,959.968
26-04-2012,PW-19240,FUR-CH-10004086,408.422
12-09-2012,PG-18895,TEC-CO-10000971,479.984
12-09-2012,PG-18895,OFF-LA-10001317,12.6
12-09-2014,DB-12910,OFF-PA-10003656,184.66
13-06-2013,CR-12730,OFF-PA-10002160,23.12
28-06-2013,KH-16330,OFF-PA-10000575,37.464
28-06-2013,KH-16330,FUR-CH-10003981,539.658
26-09-2011,CS-12400,OFF-ST-10002615,310.12
04-11-2014,DL-12925,OFF-PA-10000327,8.56
04-11-2014,DL-12925,OFF-ST-10001325,52.4
04-11-2014,DL-12925,OFF-LA-10001771,14.94
20-02-2014,ME-17725,OFF-FA-10004968,11.22
05-11-2012,VD-21670,OFF-AP-10000576,387.136
16-06-2011,CK-12205,OFF-EN-10003286,41.4
16-06-2011,CK-12205,OFF-AR-10003772,35.0
16-06-2011,CK-12205,OFF-BI-10002852,39.552
12-10-2012,DL-12925,TEC-PH-10002890,135.72
12-10-2012,DL-12925,OFF-BI-10001308,12.56
12-10-2012,DL-12925,TEC-PH-10001750,263.96
28-08-2014,SE-20110,OFF-AR-10003338,5.952
24-11-2013,LS-17200,OFF-FA-10002763,15.8
24-11-2013,LS-17200,FUR-FU-10002088,14.368
24-11-2013,LS-17200,FUR-FU-10003976,70.448
31-01-2014,MM-17920,OFF-ST-10001511,129.3
30-11-2012,DB-13270,OFF-BI-10000301,3.882
28-06-2011,RW-19630,OFF-FA-10003495,6.08
02-09-2011,JM-16195,OFF-AP-10001303,19.9
02-09-2011,JM-16195,FUR-FU-10002116,70.71
11-07-2014,BP-11155,FUR-FU-10000771,18.84
05-06-2014,CT-11995,OFF-AR-10002255,8.64
20-10-2014,TH-21550,OFF-BI-10004995,1633.188
19-11-2014,ME-17320,FUR-FU-10002597,19.76
08-08-2012,TT-21220,OFF-BI-10004970,6.608
08-08-2012,TT-21220,OFF-BI-10002557,7.28
08-08-2012,TT-21220,FUR-CH-10000785,144.784
07-12-2013,GT-14710,TEC-PH-10002310,156.792
07-12-2013,GT-14710,TEC-PH-10002834,431.976
07-12-2013,GT-14710,OFF-EN-10000927,35.89
07-12-2013,GT-14710,OFF-BI-10001636,47.208
07-12-2013,GT-14710,OFF-PA-10001736,248.08
07-12-2013,GT-14710,OFF-PA-10000482,189.7
07-12-2013,GT-14710,OFF-BI-10001658,59.808
